date,product_id,category,price,cost,discount_pct,units_sold,revenue,inventory_level,competitor_price,season,day_of_week
16-01-2024,P116,Sports,1269.9,887.57,10,2,2539.8,434,1291.09,Normal,Tuesday
16-01-2024,P117,Electronics,1454,1010.95,0,0,0,456,1474.43,Normal,Tuesday
16-01-2024,P118,Home,832.5,589.75,10,1,832.5,93,863.05,Normal,Tuesday
16-01-2024,P119,Fashion,1260.9,1040.65,10,0,0,41,1299.23,Normal,Tuesday
17-01-2024,P100,Home,975,637.92,0,0,0,357,953.97,Sale,Wednesday
17-01-2024,P101,Electronics,1071,758.99,10,0,0,233,1094.03,Festival,Wednesday
17-01-2024,P102,Fashion,530.1,382.48,10,4,2120.4,158,520.36,Sale,Wednesday
17-01-2024,P103,Sports,689.35,633.75,15,2,1378.7,217,684,Normal,Wednesday
17-01-2024,P104,Electronics,600,442.44,0,1,600,494,593.26,Sale,Wednesday
17-01-2024,P105,Home,1236,786.79,0,0,0,471,1190.22,Festival,Wednesday
17-01-2024,P106,Electronics,1001.3,856.25,15,0,0,323,961.73,Normal,Wednesday
17-01-2024,P107,Sports,426,287.11,0,2,852,229,437.4,Normal,Wednesday
17-01-2024,P108,Fashion,848,620.29,0,0,0,119,880.24,Festival,Wednesday
17-01-2024,P109,Home,402.05,353.53,15,2,804.1,47,384.05,Festival,Wednesday
17-01-2024,P110,Sports,1401.25,897.69,5,0,0,73,1446.55,Normal,Wednesday
17-01-2024,P111,Fashion,1067,842.68,0,0,0,121,1092.2,Normal,Wednesday
17-01-2024,P112,Sports,629,512.69,15,0,0,249,630.2,Sale,Wednesday
17-01-2024,P113,Sports,852.15,691.97,5,0,0,194,816.05,Sale,Wednesday
17-01-2024,P114,Fashion,820.8,652,5,2,1641.6,145,808.33,Normal,Wednesday
17-01-2024,P115,Sports,780.9,604.27,5,5,3904.5,490,806.65,Sale,Wednesday
17-01-2024,P116,Fashion,1282,846.87,0,1,1282,117,1247.16,Festival,Wednesday
17-01-2024,P117,Sports,1194.3,1046.4,10,0,0,453,1252.98,Festival,Wednesday
17-01-2024,P118,Fashion,388.8,276.91,10,2,777.6,460,393.46,Festival,Wednesday
17-01-2024,P119,Electronics,655,476.31,0,2,1310,340,666.41,Normal,Wednesday
18-01-2024,P100,Sports,720.1,463.99,5,0,0,389,733.79,Normal,Thursday
18-01-2024,P101,Fashion,621,438.38,0,2,1242,296,621.04,Holiday,Thursday
18-01-2024,P102,Fashion,757.15,599.48,5,0,0,242,732.94,Normal,Thursday
18-01-2024,P103,Home,696.15,629.59,15,0,0,30,716.56,Normal,Thursday
18-01-2024,P104,Electronics,471,342.56,0,2,942,206,466.6,Holiday,Thursday
18-01-2024,P105,Home,510,327.82,0,0,0,127,485.22,Sale,Thursday
18-01-2024,P106,Fashion,1421.2,1184.87,5,0,0,266,1489.03,Normal,Thursday
18-01-2024,P107,Fashion,928.8,713.78,10,3,2786.4,261,971.54,Sale,Thursday
18-01-2024,P108,Electronics,620,373.12,0,0,0,445,646.42,Sale,Thursday
18-01-2024,P109,Home,655,498.88,0,2,1310,368,638.35,Normal,Thursday
18-01-2024,P110,Fashion,939,617.65,0,0,0,148,978.39,Normal,Thursday
18-01-2024,P111,Electronics,779.45,664.28,15,0,0,200,770.59,Normal,Thursday
18-01-2024,P112,Fashion,1088.85,993.38,15,0,0,334,1037.4,Normal,Thursday
18-01-2024,P113,Electronics,862.6,675.4,5,2,1725.2,95,856.35,Sale,Thursday
18-01-2024,P114,Sports,338.3,309.97,15,4,1353.2,424,351.58,Sale,Thursday
18-01-2024,P115,Electronics,420,273.45,0,3,1260,65,423.94,Normal,Thursday
18-01-2024,P116,Sports,470,364.67,0,4,1880,302,450.97,Sale,Thursday
18-01-2024,P117,Fashion,1104.3,773.4,10,2,2208.6,267,1108.62,Normal,Thursday
18-01-2024,P118,Home,430.35,321.33,5,0,0,207,434.24,Normal,Thursday
18-01-2024,P119,Home,524.7,349.97,10,0,0,57,549.2,Festival,Thursday
19-01-2024,P100,Electronics,454.5,393.5,10,5,2272.5,454,443.27,Normal,Friday
19-01-2024,P101,Electronics,447.45,289.99,5,0,0,462,456.82,Normal,Friday
19-01-2024,P102,Electronics,209,145.54,0,7,1463,130,218.39,Festival,Friday
19-01-2024,P103,Electronics,647.7,513.48,15,0,0,123,668.91,Normal,Friday
19-01-2024,P104,Fashion,1224,764.27,0,0,0,332,1266.9,Normal,Friday
19-01-2024,P105,Fashion,399.6,342.46,10,0,0,194,408.67,Normal,Friday
19-01-2024,P106,Electronics,1103.9,809.33,5,0,0,471,1091.45,Normal,Friday
19-01-2024,P107,Home,1067.8,858.09,5,0,0,358,1117.67,Normal,Friday
19-01-2024,P108,Sports,500.65,367.36,15,0,0,166,511.38,Normal,Friday
19-01-2024,P109,Sports,1120.5,914.5,10,0,0,459,1092.54,Holiday,Friday
19-01-2024,P110,Home,794,576.13,0,0,0,132,767.23,Normal,Friday
19-01-2024,P111,Fashion,1188,905.66,10,0,0,395,1200.53,Sale,Friday
19-01-2024,P112,Sports,218,160.34,0,9,1962,186,211.58,Holiday,Friday
19-01-2024,P113,Fashion,372.6,283.04,10,6,2235.6,48,357.75,Normal,Friday
19-01-2024,P114,Electronics,768,462.56,0,4,3072,341,804.64,Holiday,Friday
19-01-2024,P115,Fashion,592.8,399.91,5,0,0,406,567.55,Normal,Friday
19-01-2024,P116,Sports,785,579.3,0,0,0,238,792.49,Normal,Friday
19-01-2024,P117,Sports,571.9,436.29,5,1,571.9,309,558.6,Festival,Friday
19-01-2024,P118,Home,258.4,201.64,5,7,1808.8,119,253.57,Normal,Friday
19-01-2024,P119,Home,861,678.31,0,0,0,375,884.45,Festival,Friday
20-01-2024,P100,Sports,918,731.29,15,0,0,102,921.85,Holiday,Saturday
20-01-2024,P101,Sports,461,366.68,0,3,1383,73,438.33,Normal,Saturday
20-01-2024,P102,Electronics,1215,1027.94,10,4,4860,398,1253.55,Festival,Saturday
20-01-2024,P103,Electronics,1137.6,819.58,10,3,3412.8,388,1091.12,Sale,Saturday
20-01-2024,P104,Sports,1270,769.49,0,4,5080,318,1208.51,Normal,Saturday
20-01-2024,P105,Fashion,1384,1016.65,0,0,0,157,1446.49,Sale,Saturday
20-01-2024,P106,Sports,518,367.18,0,4,2072,340,524.05,Normal,Saturday
20-01-2024,P107,Electronics,1166.4,831.05,10,0,0,463,1146.99,Normal,Saturday
20-01-2024,P108,Electronics,767,580.98,0,5,3835,142,795.66,Festival,Saturday
20-01-2024,P109,Electronics,276.45,199.01,5,1,276.45,205,284.33,Normal,Saturday
20-01-2024,P110,Sports,334,204.15,0,3,1002,226,348.27,Normal,Saturday
20-01-2024,P111,Fashion,1197.95,784.82,5,1,1197.95,367,1232.27,Festival,Saturday
20-01-2024,P112,Electronics,502,369.99,0,0,0,215,491.42,Holiday,Saturday
20-01-2024,P113,Electronics,225.9,194.41,10,6,1355.4,74,219.49,Holiday,Saturday
20-01-2024,P114,Fashion,1190,981.58,15,0,0,232,1234.78,Holiday,Saturday
20-01-2024,P115,Electronics,746.1,629.13,10,4,2984.4,483,734.52,Festival,Saturday
20-01-2024,P116,Fashion,623.2,414.64,5,4,2492.8,65,603.21,Normal,Saturday
20-01-2024,P117,Electronics,584.1,458.44,10,0,0,265,572.23,Normal,Saturday
20-01-2024,P118,Home,615,478.58,0,0,0,134,606.04,Normal,Saturday
20-01-2024,P119,Home,957,625.42,0,2,1914,171,980.87,Festival,Saturday
21-01-2024,P100,Home,1099.15,895.86,5,5,5495.75,468,1089.46,Normal,Sunday
21-01-2024,P101,Electronics,416.1,272.91,5,5,2080.5,432,400.17,Normal,Sunday
21-01-2024,P102,Electronics,243,168.17,10,3,729,333,247.35,Normal,Sunday
21-01-2024,P103,Home,703,537.01,5,0,0,44,685.66,Festival,Sunday
21-01-2024,P104,Sports,1184.4,1005.79,10,3,3553.2,454,1182.63,Normal,Sunday
21-01-2024,P105,Electronics,628,437.63,0,2,1256,76,622.33,Sale,Sunday
21-01-2024,P106,Sports,353.7,241.06,10,5,1768.5,204,349.79,Festival,Sunday
21-01-2024,P107,Fashion,878.05,725.86,15,1,878.05,240,854.48,Normal,Sunday
21-01-2024,P108,Home,202,135.36,0,4,808,81,193.29,Normal,Sunday
21-01-2024,P109,Sports,1312.2,1117.23,10,0,0,178,1295.57,Sale,Sunday
21-01-2024,P110,Home,1143.9,779.49,10,3,3431.7,376,1153.48,Normal,Sunday
21-01-2024,P111,Home,615.6,438.75,10,3,1846.8,111,608.62,Normal,Sunday
21-01-2024,P112,Electronics,570,390.99,5,0,0,365,566.19,Sale,Sunday
21-01-2024,P113,Fashion,1492,1107.89,0,1,1492,332,1505.2,Normal,Sunday
21-01-2024,P114,Fashion,886.35,729.2,5,0,0,100,858.69,Normal,Sunday
21-01-2024,P115,Fashion,888.25,641.61,5,0,0,214,891.2,Holiday,Sunday
21-01-2024,P116,Electronics,1189,777.49,0,1,1189,288,1212.14,Festival,Sunday
21-01-2024,P117,Home,933.3,785.36,10,3,2799.9,180,956.43,Normal,Sunday
21-01-2024,P118,Home,659.7,444.74,10,1,659.7,24,642.77,Festival,Sunday
21-01-2024,P119,Fashion,588.6,522.7,10,5,2943,350,608.9,Sale,Sunday
22-01-2024,P100,Fashion,753.95,678.85,15,1,753.95,110,786.64,Sale,Monday
22-01-2024,P101,Electronics,1002,605.69,0,0,0,478,1030.43,Normal,Monday
22-01-2024,P102,Electronics,1002,604.35,0,1,1002,452,1043.74,Sale,Monday
22-01-2024,P103,Home,642.6,517.59,10,3,1927.8,44,648.19,Normal,Monday
22-01-2024,P104,Home,882,648.47,0,0,0,67,888.95,Normal,Monday
22-01-2024,P105,Electronics,1201.9,908.25,15,2,2403.8,407,1259.73,Sale,Monday
22-01-2024,P106,Fashion,1237,755.4,0,1,1237,74,1258.62,Sale,Monday
22-01-2024,P107,Home,731.5,569.36,5,3,2194.5,358,715.06,Festival,Monday
22-01-2024,P108,Electronics,815,603.94,0,1,815,112,828.67,Holiday,Monday
22-01-2024,P109,Sports,1139.85,988.5,15,0,0,109,1155.7,Normal,Monday
22-01-2024,P110,Electronics,972.4,749.78,15,0,0,475,980.49,Normal,Monday
22-01-2024,P111,Fashion,1068.75,881.03,5,1,1068.75,449,1041.63,Festival,Monday
22-01-2024,P112,Electronics,1154,896.91,0,0,0,107,1181.4,Sale,Monday
22-01-2024,P113,Electronics,1446,1149.1,0,0,0,241,1496.23,Normal,Monday
22-01-2024,P114,Electronics,1341.9,1138.22,10,0,0,422,1400.67,Normal,Monday
22-01-2024,P115,Home,403.75,290.25,15,2,807.5,290,386.58,Normal,Monday
22-01-2024,P116,Fashion,783,538.66,0,0,0,129,806.36,Festival,Monday
22-01-2024,P117,Electronics,211.5,150.89,10,3,634.5,467,204.03,Normal,Monday
22-01-2024,P118,Sports,989,689.24,0,0,0,115,995.27,Normal,Monday
22-01-2024,P119,Sports,1201.5,847.52,10,2,2403,242,1194.5,Normal,Monday
23-01-2024,P100,Fashion,380,259.81,0,0,0,195,388.55,Normal,Tuesday
23-01-2024,P101,Home,978.5,644.03,5,2,1957,59,1004.45,Normal,Tuesday
23-01-2024,P102,Fashion,1044,781.25,0,0,0,230,1042.24,Festival,Tuesday
23-01-2024,P103,Home,386,290.46,0,3,1158,356,374.28,Sale,Tuesday
23-01-2024,P104,Electronics,1094.4,854.34,10,0,0,58,1083.76,Holiday,Tuesday
23-01-2024,P105,Sports,377.1,265.25,10,2,754.2,265,376.75,Sale,Tuesday
23-01-2024,P106,Electronics,589.95,493.06,5,1,589.95,225,568.89,Normal,Tuesday
23-01-2024,P107,Home,548,416.03,0,3,1644,444,557.47,Normal,Tuesday
23-01-2024,P108,Sports,582,379.84,0,0,0,133,603.57,Normal,Tuesday
23-01-2024,P109,Electronics,1110,710.29,0,0,0,238,1080.82,Normal,Tuesday
23-01-2024,P110,Sports,436.9,332.88,15,0,0,175,435.5,Sale,Tuesday
23-01-2024,P111,Electronics,1070,842.13,0,0,0,357,1092.27,Normal,Tuesday
23-01-2024,P112,Electronics,995.6,735.82,5,0,0,221,1036.48,Sale,Tuesday
23-01-2024,P113,Electronics,430.95,398.34,15,3,1292.85,350,443.71,Normal,Tuesday
23-01-2024,P114,Home,339,252.53,0,1,339,91,342.67,Holiday,Tuesday
23-01-2024,P115,Home,321.1,241.23,5,5,1605.5,240,311.81,Sale,Tuesday
23-01-2024,P116,Sports,589,396.5,0,0,0,329,603.69,Normal,Tuesday
23-01-2024,P117,Electronics,1338,881.41,0,0,0,292,1356.34,Festival,Tuesday
23-01-2024,P118,Sports,1274.9,966.14,5,2,2549.8,196,1255.83,Normal,Tuesday
23-01-2024,P119,Fashion,282,186.79,0,6,1692,303,270.13,Normal,Tuesday
24-01-2024,P100,Sports,808,635.97,0,2,1616,407,797.7,Normal,Wednesday
24-01-2024,P101,Home,671,448.42,0,0,0,86,698.73,Normal,Wednesday
24-01-2024,P102,Fashion,1166.4,972.31,10,2,2332.8,342,1175.49,Normal,Wednesday
24-01-2024,P103,Sports,361,278.41,0,2,722,151,370.29,Normal,Wednesday
24-01-2024,P104,Electronics,1469,937.4,0,0,0,492,1445.81,Sale,Wednesday
24-01-2024,P105,Sports,419.05,363.06,15,0,0,482,403.84,Normal,Wednesday
24-01-2024,P106,Electronics,925.65,772.47,15,4,3702.6,322,911.21,Normal,Wednesday
24-01-2024,P107,Sports,1245.25,1043.25,15,1,1245.25,222,1193.29,Sale,Wednesday
24-01-2024,P108,Electronics,510,342.88,0,2,1020,216,514.34,Normal,Wednesday
24-01-2024,P109,Sports,916,653.65,0,5,4580,457,956.15,Normal,Wednesday
24-01-2024,P110,Home,897,615.56,0,0,0,71,856.67,Normal,Wednesday
24-01-2024,P111,Fashion,803.7,696.14,10,1,803.7,118,769.66,Normal,Wednesday
24-01-2024,P112,Home,728,517.94,0,1,728,97,752.36,Holiday,Wednesday
24-01-2024,P113,Home,468,323.77,0,2,936,25,488.24,Festival,Wednesday
24-01-2024,P114,Home,1224,1037.28,15,0,0,409,1200.96,Normal,Wednesday
24-01-2024,P115,Fashion,212,136.7,0,7,1484,82,212.26,Holiday,Wednesday
24-01-2024,P116,Electronics,587.1,414.64,5,3,1761.3,451,581.42,Normal,Wednesday
24-01-2024,P117,Fashion,1159.2,887.2,10,0,0,147,1162.87,Festival,Wednesday
24-01-2024,P118,Home,906.3,635.78,10,0,0,448,864.78,Normal,Wednesday
24-01-2024,P119,Sports,991,786.59,0,2,1982,469,972.47,Sale,Wednesday
25-01-2024,P100,Home,286.9,219.58,5,1,286.9,477,284.12,Normal,Thursday
25-01-2024,P101,Fashion,351.5,288.13,5,6,2109,459,334.21,Sale,Thursday
25-01-2024,P102,Sports,1316,1030.44,0,0,0,443,1361.3,Normal,Thursday
25-01-2024,P103,Sports,646,422.74,0,1,646,407,676.9,Normal,Thursday
25-01-2024,P104,Home,553.5,451.54,10,4,2214,487,578.23,Normal,Thursday
25-01-2024,P105,Electronics,261.25,201.27,5,2,522.5,252,251.33,Normal,Thursday
25-01-2024,P106,Electronics,1398,956.19,0,3,4194,300,1456.29,Normal,Thursday
25-01-2024,P107,Fashion,1216,897.51,0,0,0,44,1253.08,Festival,Thursday
25-01-2024,P108,Fashion,268.2,192.81,10,2,536.4,410,280.22,Normal,Thursday
25-01-2024,P109,Home,983,702.64,0,1,983,365,936.67,Holiday,Thursday
25-01-2024,P110,Home,598.5,409.23,5,4,2394,407,590.37,Holiday,Thursday
25-01-2024,P111,Home,271,211.61,0,2,542,399,272.35,Normal,Thursday
25-01-2024,P112,Electronics,1286,829.29,0,0,0,344,1326.81,Normal,Thursday
25-01-2024,P113,Electronics,1125,737.94,0,0,0,199,1143.31,Normal,Thursday
25-01-2024,P114,Home,405.65,315.45,5,3,1216.95,40,394.14,Sale,Thursday
25-01-2024,P115,Fashion,1030,692.38,0,0,0,472,1048.51,Sale,Thursday
25-01-2024,P116,Home,670,509.58,0,0,0,375,701.89,Sale,Thursday
25-01-2024,P117,Home,702.9,605.29,10,0,0,307,677.67,Sale,Thursday
25-01-2024,P118,Sports,837,591.78,0,3,2511,319,798.07,Normal,Thursday
25-01-2024,P119,Electronics,614,403.94,0,5,3070,391,621.33,Normal,Thursday
26-01-2024,P100,Sports,343,250.04,0,1,343,107,340.59,Sale,Friday
26-01-2024,P101,Fashion,819,592.05,10,0,0,429,786.47,Normal,Friday
26-01-2024,P102,Home,692,433.9,0,0,0,201,718.96,Festival,Friday
26-01-2024,P103,Fashion,1253.05,851.09,5,4,5012.2,352,1219.64,Festival,Friday
26-01-2024,P104,Home,620,452.65,0,1,620,261,596.56,Normal,Friday
26-01-2024,P105,Fashion,211,140.61,0,2,422,371,200.74,Sale,Friday
26-01-2024,P106,Home,246.05,195.67,5,9,2214.45,430,251.57,Festival,Friday
26-01-2024,P107,Electronics,1379,873.16,0,0,0,129,1360.07,Normal,Friday
26-01-2024,P108,Fashion,873,683.96,0,0,0,55,841.86,Holiday,Friday
26-01-2024,P109,Electronics,344.85,262.41,5,4,1379.4,384,336.35,Normal,Friday
26-01-2024,P110,Sports,817,625,5,2,1634,217,777.48,Festival,Friday
26-01-2024,P111,Electronics,880,609.08,0,0,0,302,864.01,Normal,Friday
26-01-2024,P112,Home,405,252.58,0,2,810,292,413.59,Normal,Friday
26-01-2024,P113,Home,1036,702.14,0,2,2072,231,994.04,Normal,Friday
26-01-2024,P114,Home,726.75,526.95,5,1,726.75,118,753.9,Sale,Friday
26-01-2024,P115,Electronics,859.75,664.72,5,0,0,454,843.87,Normal,Friday
26-01-2024,P116,Electronics,1427,1019.63,0,0,0,262,1470.39,Normal,Friday
26-01-2024,P117,Sports,1309,865.91,0,1,1309,62,1347.81,Normal,Friday
26-01-2024,P118,Fashion,1057,657.04,0,0,0,431,1066.04,Sale,Friday
26-01-2024,P119,Home,735.25,570.15,15,1,735.25,294,736.96,Festival,Friday
27-01-2024,P100,Fashion,1298.7,1124.94,10,2,2597.4,393,1309.5,Sale,Saturday
27-01-2024,P101,Sports,208.25,182.89,15,8,1666,400,218.15,Festival,Saturday
27-01-2024,P102,Fashion,413.1,311.75,10,1,413.1,30,411.21,Normal,Saturday
27-01-2024,P103,Home,509.4,378.72,10,3,1528.2,372,507.71,Normal,Saturday
27-01-2024,P104,Fashion,547,437.35,0,5,2735,112,539.05,Sale,Saturday
27-01-2024,P105,Fashion,443,300.97,0,6,2658,26,439.23,Festival,Saturday
27-01-2024,P106,Electronics,502.55,367.91,5,3,1507.65,249,506.66,Sale,Saturday
27-01-2024,P107,Sports,1056.4,805.08,5,0,0,90,1026.28,Normal,Saturday
27-01-2024,P108,Home,1063.05,851.11,5,2,2126.1,302,1018.33,Normal,Saturday
27-01-2024,P109,Home,436.05,331.8,5,2,872.1,451,428.16,Normal,Saturday
27-01-2024,P110,Fashion,1212.1,1081.31,15,1,1212.1,109,1195.11,Normal,Saturday
27-01-2024,P111,Home,208.8,146.12,10,0,0,442,211.26,Holiday,Saturday
27-01-2024,P112,Home,1384,987.32,0,0,0,392,1399.28,Normal,Saturday
27-01-2024,P113,Fashion,1409,970.12,0,0,0,87,1454.16,Normal,Saturday
27-01-2024,P114,Fashion,804,493.35,0,2,1608,445,839,Sale,Saturday
27-01-2024,P115,Fashion,401.85,272.45,5,3,1205.55,448,404.73,Sale,Saturday
27-01-2024,P116,Electronics,1276,899.17,0,1,1276,290,1297.25,Festival,Saturday
27-01-2024,P117,Electronics,1174,844.81,0,0,0,368,1215.65,Normal,Saturday
27-01-2024,P118,Home,304.95,201.93,5,2,609.9,64,291.59,Normal,Saturday
27-01-2024,P119,Home,192.6,161.69,10,5,963,132,200.36,Festival,Saturday
28-01-2024,P100,Home,1431,1099.63,0,2,2862,31,1370.5,Holiday,Sunday
28-01-2024,P101,Sports,1033.6,665.66,5,3,3100.8,44,1057.25,Normal,Sunday
28-01-2024,P102,Fashion,857,629.45,0,0,0,75,818.9,Normal,Sunday
28-01-2024,P103,Electronics,1291,820.32,0,0,0,411,1349.96,Normal,Sunday
28-01-2024,P104,Home,805,561.96,0,0,0,357,768.85,Sale,Sunday
28-01-2024,P105,Home,787,483.65,0,6,4722,222,775.19,Sale,Sunday
28-01-2024,P106,Fashion,854.1,751.91,10,2,1708.2,212,853.23,Normal,Sunday
28-01-2024,P107,Fashion,275,205.2,0,1,275,422,277.15,Normal,Sunday
28-01-2024,P108,Fashion,1260,1108.02,10,1,1260,187,1279.19,Normal,Sunday
28-01-2024,P109,Sports,739,543.23,0,2,1478,255,711.88,Festival,Sunday
28-01-2024,P110,Fashion,284,226.72,0,7,1988,83,279.89,Festival,Sunday
28-01-2024,P111,Fashion,1448,1058.75,0,1,1448,447,1421.21,Normal,Sunday
28-01-2024,P112,Sports,570.6,425.39,10,0,0,153,574.25,Normal,Sunday
28-01-2024,P113,Sports,311,194.72,0,2,622,265,305.32,Normal,Sunday
28-01-2024,P114,Electronics,257,154.53,0,2,514,57,251.49,Normal,Sunday
28-01-2024,P115,Home,345,256.29,0,3,1035,54,332.08,Sale,Sunday
28-01-2024,P116,Electronics,671.65,441.41,5,2,1343.3,240,659.3,Sale,Sunday
28-01-2024,P117,Electronics,1265,804.74,0,1,1265,458,1226.88,Normal,Sunday
28-01-2024,P118,Electronics,209,150.77,5,9,1881,58,200.25,Festival,Sunday
28-01-2024,P119,Sports,580,442.18,0,4,2320,28,588.66,Normal,Sunday
29-01-2024,P100,Electronics,447.45,313.95,5,3,1342.35,280,456.71,Normal,Monday
29-01-2024,P101,Fashion,1270.8,928.31,10,1,1270.8,385,1213.51,Normal,Monday
29-01-2024,P102,Home,615.6,429.3,10,1,615.6,287,615.6,Normal,Monday
29-01-2024,P103,Fashion,655.35,494.93,15,0,0,170,664.89,Normal,Monday
29-01-2024,P104,Electronics,793.9,689.6,15,5,3969.5,228,785.45,Normal,Monday
29-01-2024,P105,Home,897,564.61,0,0,0,344,880.25,Normal,Monday
29-01-2024,P106,Home,983.7,699.22,10,0,0,343,1023.96,Sale,Monday
29-01-2024,P107,Home,1069,778.57,0,1,1069,163,1099.78,Normal,Monday
29-01-2024,P108,Sports,794,615.43,0,0,0,174,822.48,Sale,Monday
29-01-2024,P109,Home,840.75,645.29,5,3,2522.25,303,808.8,Sale,Monday
29-01-2024,P110,Fashion,1146,905.89,0,3,3438,241,1164.6,Holiday,Monday
29-01-2024,P111,Home,1048.8,880.23,5,0,0,215,1004.96,Festival,Monday
29-01-2024,P112,Electronics,692.75,629.13,15,1,692.75,474,673.19,Normal,Monday
29-01-2024,P113,Fashion,735.3,575.92,5,4,2941.2,246,742.97,Sale,Monday
29-01-2024,P114,Home,571,449.25,0,3,1713,387,569.22,Festival,Monday
29-01-2024,P115,Home,1273,841.78,0,2,2546,46,1218.38,Festival,Monday
29-01-2024,P116,Sports,527.4,425.39,10,2,1054.8,371,508.01,Normal,Monday
29-01-2024,P117,Fashion,278,186.66,0,4,1112,474,278.57,Sale,Monday
29-01-2024,P118,Electronics,952,703,15,0,0,228,928.2,Normal,Monday
29-01-2024,P119,Electronics,860.4,729.93,10,5,4302,147,890.79,Normal,Monday
30-01-2024,P100,Fashion,666.9,526.8,5,3,2000.7,409,654.95,Normal,Tuesday
30-01-2024,P101,Electronics,908,701.35,0,0,0,361,912.89,Sale,Tuesday
30-01-2024,P102,Home,356,222.17,0,0,0,468,363.98,Normal,Tuesday
30-01-2024,P103,Home,232.2,186.86,10,3,696.6,247,223.16,Holiday,Tuesday
30-01-2024,P104,Fashion,1019.35,702.71,5,1,1019.35,201,976.66,Normal,Tuesday
30-01-2024,P105,Home,857,662.64,0,5,4285,333,880.83,Normal,Tuesday
30-01-2024,P106,Fashion,741.95,507.43,5,3,2225.85,71,778.46,Sale,Tuesday
30-01-2024,P107,Home,756.5,537.25,15,1,756.5,347,723.87,Normal,Tuesday
30-01-2024,P108,Sports,282,193.35,0,4,1128,81,274.21,Normal,Tuesday
30-01-2024,P109,Electronics,640.05,467.88,15,3,1920.15,266,611.9,Holiday,Tuesday
30-01-2024,P110,Home,1006.4,910.33,15,1,1006.4,394,1028.33,Normal,Tuesday
30-01-2024,P111,Electronics,520,411.37,0,4,2080,398,538.7,Sale,Tuesday
30-01-2024,P112,Sports,1008.95,894.87,15,1,1008.95,396,1050.24,Sale,Tuesday
30-01-2024,P113,Fashion,911.7,800.78,10,6,5470.2,115,906.73,Festival,Tuesday
30-01-2024,P114,Electronics,1173.6,913.67,10,3,3520.8,359,1201.7,Festival,Tuesday
30-01-2024,P115,Fashion,207.4,155.47,15,5,1037,354,201.38,Holiday,Tuesday
30-01-2024,P116,Home,747,474.96,0,6,4482,336,780.45,Normal,Tuesday
30-01-2024,P117,Sports,1308.15,1037.7,5,1,1308.15,116,1325.58,Holiday,Tuesday
30-01-2024,P118,Home,196.35,170.78,15,3,589.05,80,202.64,Normal,Tuesday
30-01-2024,P119,Fashion,869,662.94,0,0,0,93,837.04,Holiday,Tuesday
31-01-2024,P100,Home,242.25,182.91,5,3,726.75,303,248.53,Normal,Wednesday
31-01-2024,P101,Sports,313,243.12,0,4,1252,297,318.76,Normal,Wednesday
31-01-2024,P102,Home,273,203.4,0,2,546,60,261.73,Normal,Wednesday
31-01-2024,P103,Electronics,1024,615.64,0,0,0,156,985.42,Normal,Wednesday
31-01-2024,P104,Fashion,510.3,406.15,10,0,0,421,497.04,Sale,Wednesday
31-01-2024,P105,Sports,300,215.96,0,4,1200,176,311.71,Normal,Wednesday
31-01-2024,P106,Sports,758,588.34,0,1,758,290,739.59,Normal,Wednesday
31-01-2024,P107,Fashion,335.35,230.28,5,1,335.35,150,346.4,Normal,Wednesday
31-01-2024,P108,Electronics,787,599.98,0,2,1574,74,781.78,Sale,Wednesday
31-01-2024,P109,Fashion,501,355.17,0,4,2004,148,513.27,Normal,Wednesday
31-01-2024,P110,Sports,308.7,236.69,10,2,617.4,419,304.29,Normal,Wednesday
31-01-2024,P111,Fashion,398,277.38,0,3,1194,470,393.24,Holiday,Wednesday
31-01-2024,P112,Home,597,454.39,0,0,0,436,624.59,Festival,Wednesday
31-01-2024,P113,Sports,1195,729.85,0,1,1195,224,1178.03,Festival,Wednesday
31-01-2024,P114,Sports,296.1,207.48,10,2,592.2,287,299.07,Festival,Wednesday
31-01-2024,P115,Sports,393.3,268.18,10,1,393.3,31,378.33,Sale,Wednesday
31-01-2024,P116,Electronics,1210.3,813.25,5,1,1210.3,103,1220.46,Sale,Wednesday
31-01-2024,P117,Home,342,234.64,0,3,1026,312,349.07,Normal,Wednesday
31-01-2024,P118,Fashion,655.2,512.23,10,3,1965.6,441,677.25,Sale,Wednesday
31-01-2024,P119,Fashion,928.15,767.95,5,1,928.15,188,905.77,Sale,Wednesday
01-02-2024,P100,Home,1157,882,0,1,1157,445,1105.78,Normal,Thursday
01-02-2024,P101,Electronics,196.2,171.03,10,5,981,411,198,Normal,Thursday
01-02-2024,P102,Electronics,1094,710.84,0,0,0,143,1069.89,Normal,Thursday
01-02-2024,P103,Electronics,1019.35,737.42,5,2,2038.7,488,1013,Sale,Thursday
01-02-2024,P104,Fashion,878,683.68,0,0,0,429,859.38,Festival,Thursday
01-02-2024,P105,Home,548.15,351.93,5,1,548.15,70,524.2,Normal,Thursday
01-02-2024,P106,Sports,269,194.44,0,7,1883,462,268.56,Sale,Thursday
01-02-2024,P107,Fashion,433.8,313.82,10,1,433.8,253,428.51,Normal,Thursday
01-02-2024,P108,Fashion,230.4,156.3,10,4,921.6,83,221.6,Normal,Thursday
